millis	leftDistance	rightDistance	accel.x	accel.y	gyro.x	gyro.y	position	sensor1	sensor2	sensor3	sensor4	sensor5	sensor6	sensor7	sensor8	error	leftPWM	rightPWM	lost	last_sighted	Kp	Ki	Kd	Speed	ready
43114	2238.36	2271.65	0.00	0.00	0.00	120.00	1	0	0	1	6	11	949	999	999	2516	0	120	0	2	0.27	0.00	0.00	120.00	1
43130	2246.68	2278.78	0.00	0.00	0.00	120.00	1	1	0	0	0	2	908	976	1000	2531	0	120	0	2	0.27	0.00	0.00	120.00	1
43145	2255.00	2284.72	0.00	0.00	0.00	120.00	1	0	0	0	0	3	973	1000	1000	2509	0	120	0	2	0.27	0.00	0.00	120.00	1
43160	2263.33	2289.48	0.00	0.00	0.00	120.00	1	1	0	0	0	0	965	986	522	2320	0	120	0	2	0.27	0.00	0.00	120.00	1
43175	2272.84	2294.23	0.00	0.00	0.00	120.00	1	1	2	0	0	0	966	1000	0	2008	0	120	0	2	0.27	0.00	0.00	120.00	1
43190	2282.35	2298.99	0.00	0.00	0.00	120.00	1	1	1	0	0	2	956	979	0	2005	0	120	0	2	0.27	0.00	0.00	120.00	1
43205	2290.67	2303.74	0.00	0.00	0.00	120.00	1	1	1	0	0	945	966	697	0	1404	0	120	0	2	0.27	0.00	0.00	120.00	1
43220	2301.36	2307.31	0.00	0.00	0.00	120.00	1	2	2	0	1	973	986	0	0	1003	0	120	0	2	0.27	0.00	0.00	120.00	1
43235	2310.87	2310.87	0.00	0.00	0.00	120.00	1	0	0	0	944	945	661	0	0	389	15	120	0	2	0.27	0.00	0.00	120.00	1
43250	2320.38	2314.44	0.00	0.00	0.00	120.00	1	2	2	2	966	950	1	0	0	-5	120	119	0	2	0.27	0.00	0.00	120.00	1
43265	2331.08	2319.20	0.00	0.00	0.00	120.00	1	0	0	965	979	0	0	0	0	-997	120	0	0	2	0.27	0.00	0.00	120.00	1
43280	2339.40	2323.95	0.00	0.00	0.00	120.00	1	0	856	971	940	0	0	0	0	-1470	120	0	0	2	0.27	0.00	0.00	120.00	1
43295	2348.91	2328.71	0.00	0.00	0.00	120.00	1	2	956	1000	0	0	1	0	0	-1989	120	0	0	2	0.27	0.00	0.00	120.00	1
43310	2357.23	2334.65	0.00	0.00	0.00	120.00	1	888	970	959	0	0	0	0	0	-2475	120	0	0	1	0.27	0.00	0.00	120.00	1
43326	2365.56	2340.59	0.00	0.00	0.00	120.00	1	1000	1000	4	0	0	0	0	0	-3000	120	0	0	1	0.27	0.00	0.00	120.00	1
43342	2372.69	2347.73	0.00	0.00	0.00	120.00	1	971	969	0	0	0	0	0	0	-3001	120	0	0	1	0.27	0.00	0.00	120.00	1
43357	2379.82	2354.86	0.00	0.00	0.00	120.00	1	993	991	1	0	0	0	0	0	-3001	120	0	0	1	0.27	0.00	0.00	120.00	1
43372	2385.76	2361.99	0.00	0.00	0.00	120.00	1	998	1000	0	0	0	0	0	0	-3000	120	0	0	1	0.27	0.00	0.00	120.00	1
43387	2391.71	2369.12	0.00	0.00	0.00	120.00	1	995	968	0	0	0	0	0	0	-3007	120	0	0	1	0.27	0.00	0.00	120.00	1
43402	2397.65	2377.44	0.00	0.00	0.00	120.00	1	1000	977	0	0	0	0	0	0	-3006	120	0	0	1	0.27	0.00	0.00	120.00	1
43417	2402.41	2385.76	0.00	0.00	0.00	120.00	1	1000	941	0	0	0	0	0	0	-3016	120	0	0	1	0.27	0.00	0.00	120.00	1
