millis	leftDistance	rightDistance	accel.x	accel.y	gyro.x	gyro.y	position	sensor1	sensor2	sensor3	sensor4	sensor5	sensor6	sensor7	sensor8	error	leftPWM	rightPWM	lost	last_sighted	Kp	Ki	Kd	Speed	ready
38049	9006.94	9640.53	0.00	0.00	1.06	125.00	1	11	12	10	4	8	12	13	10	-3500	125	0	1	1	0.12	0.010000	1.059049	125.000000	1
38064	9005.75	9650.04	0.00	0.00	1.06	125.00	1	8	6	5	4	3	5	8	7	-3500	125	0	1	1	0.12	0.010000	1.059049	125.000000	1
38069	9005.75	9653.61	0.00	0.00	1.06	125.00	1	8	7	6	5	6	6	10	8	-3500	125	0	1	1	0.12	0.010000	1.059049	125.000000	1
38085	9004.57	9664.31	0.00	0.00	1.06	125.00	1	4	6	4	2	3	3	2	3	-3500	125	0	1	1	0.12	0.010000	1.059049	125.000000	1
38090	9004.57	9667.87	0.00	0.00	1.06	125.00	1	4	5	4	2	2	3	2	3	-3500	125	0	1	1	0.12	0.010000	1.059049	125.000000	1
38106	9003.38	9678.57	0.00	0.00	1.06	125.00	1	10	7	6	4	6	7	8	7	-3500	125	0	1	1	0.12	0.010000	1.059049	125.000000	1
38111	9003.38	9683.33	0.00	0.00	1.06	125.00	1	8	9	4	4	4	6	5	4	-3500	125	0	1	1	0.12	0.010000	1.059049	125.000000	1
38126	9002.19	9694.02	0.00	0.00	1.06	125.00	1	855	14	12	6	8	12	17	9	-3500	125	0	0	1	0.12	0.010000	1.059049	125.000000	1
38131	9002.19	9697.59	0.00	0.00	1.06	125.00	1	1000	20	13	10	9	15	20	11	-3500	125	0	0	1	0.12	0.010000	1.059049	125.000000	1
38147	9002.19	9708.29	0.00	0.00	1.06	125.00	1	1000	982	3	1	3	7	11	8	-3005	0	125	0	1	0.12	0.010000	1.059049	125.000000	1
38152	9002.19	9711.85	0.00	0.00	1.06	125.00	1	988	963	17	1	3	6	11	10	-3007	125	0	0	1	0.12	0.010000	1.059049	125.000000	1
38167	9002.19	9722.55	0.00	0.00	1.06	125.00	1	3	962	995	5	1	3	7	7	-1992	0	125	0	1	0.12	0.010000	1.059049	125.000000	1
38172	9002.19	9726.12	0.00	0.00	1.06	125.00	1	3	888	970	828	1	4	9	10	-1523	0	125	0	1	0.12	0.010000	1.059049	125.000000	1
38188	9004.57	9735.63	0.00	0.00	1.06	125.00	1	4	4	938	930	652	1	4	4	-614	0	125	0	1	0.12	0.010000	1.059049	125.000000	1
38193	9004.57	9738.01	0.00	0.00	1.06	125.00	1	5	4	367	938	965	1	3	3	-237	0	125	0	1	0.12	0.010000	1.059049	125.000000	1
38208	9006.94	9747.52	0.00	0.00	1.06	125.00	1	8	8	6	904	981	702	3	3	421	0	125	0	1	0.12	0.010000	1.059049	125.000000	1
38214	9008.13	9751.08	0.00	0.00	1.06	125.00	1	5	5	3	538	980	991	3	3	680	0	125	0	1	0.12	0.010000	1.059049	125.000000	1
